epoch, loss, acc
0, 2.095352013771073, 0.383270911360799
1, 1.7162188239242664, 0.37952559300873906
2, 1.1545215133809321, 0.46691635455680397
3, 0.7996034831669426, 0.7528089887640449
4, 0.6837050228686066, 0.7965043695380774
5, 0.6663665261297164, 0.7990012484394506
6, 0.6504661976309388, 0.7902621722846442
7, 0.6390949236274258, 0.7902621722846442
8, 0.6295491004779874, 0.7902621722846442
9, 0.6234801038663627, 0.7902621722846442
10, 0.6200397457176345, 0.7902621722846442
11, 0.6161675085769509, 0.7902621722846442
12, 0.6141703097645282, 0.7902621722846442
13, 0.6112809625476725, 0.7902621722846442
14, 0.6089697781047153, 0.7902621722846442
15, 0.6101619024966717, 0.7902621722846442
16, 0.6075583750549707, 0.7915106117353309
17, 0.6061921193679164, 0.7940074906367042
18, 0.6054320491590774, 0.7915106117353309
19, 0.6059333735565586, 0.7927590511860175
