0, 2.110589898132089, 0.383270911360799, 0.30783328065450943, 10, 0
1, 1.8229363941105532, 0.383270911360799, 0.3128014489632941, 12, 0
2, 1.3153506906871792, 0.38451935081148564, 0.30916655788143993, 11, 0
3, 0.891223500267622, 0.6416978776529338, 0.31064774904892317, 11, 0
4, 0.7169658492047858, 0.7290886392009988, 0.31170247219962616, 13, 0
5, 0.6654516009462553, 0.7902621722846442, 0.3119405951250251, 9, 0
6, 0.6527727002429057, 0.7890137328339576, 0.3058233257183379, 12, 0
7, 0.6469773552230849, 0.7902621722846442, 0.3087752459077546, 13, 0
8, 0.6376972566766431, 0.7902621722846442, 0.30796451395759683, 7, 0
9, 0.6296869671983749, 0.7902621722846442, 0.3095609942364127, 14, 0
10, 0.6252702128489113, 0.7902621722846442, 0.31355740593252085, 9, 0
11, 0.6226865867585424, 0.7902621722846442, 0.31146323889995103, 0, 0
12, 0.6204228039181908, 0.7902621722846442, 0.31273282303285094, 9, 0
13, 0.618923653547825, 0.7902621722846442, 0.31098181084215565, 13, 0
14, 0.6180538474354973, 0.7902621722846442, 0.31071639999621975, 9, 0
15, 0.6181381850294859, 0.7902621722846442, 0.31243016508606, 13, 0
16, 0.6142410757684976, 0.7902621722846442, 0.312153873922727, 10, 0
17, 0.6144459647638187, 0.7902621722846442, 0.3125791112616131, 8, 0
18, 0.6120034876076759, 0.7902621722846442, 0.3098018732801903, 10, 0
19, 0.6118364416872534, 0.7902621722846442, 0.31388261696566633, 9, 0
